rating,comment
bintang 5,"sesuai pesanan dan berfungsi dg baik ,,barang sdh sampe dtg lebih cepat dr perkiraan, tks"
bintang 5,bagus barang nya
bintang 5,bagus
bintang 5,Puas dgn tws ini…. Dgn harga minim sudah ada tws yg cukup utk keperluan standar
bintang 5,baguss hedset nya di terima nya tidak ada kerusakan.. terimakasih
bintang 3,dapet kiri semua yang dapet kanan semua barter yu cod jaksel
bintang 3,bagus sih tapi kurang sesuai dengan gambar tidak ada indikator baterai yang kiri lebih cepat habis selisih ±15 menit
bintang 5,"so far semua ok, di charge jg bs, suara jg ok lah sesuai hrg, semoga tahan lama dan baterei nya ga gampang drop"
bintang 4,"Gak cocok buat main game karna ada delay pas dipencet, sesuai harga lah"
bintang 5,"barang bagus Keren, suara jernih Dan sangat recommended,,, seller amanah"
bintang 5,"Bagus, mau kasih video unboxing tapi durasi lewat dari 1 menit. Aku kira bocor ternyata bukan, awal beli kok ngerada boros banget itu wajar perlu dicas dulu. Selanjutnya..."
bintang 5,"Terima kasih, Berfungsi dengan baik saya kasih 5 bintang👍"
bintang 5,"pengirim cepat,cuma 4 hari,tapi bungkus nya rusak,agak robek,cuma kualitas oke sih"
bintang 3,lumayan lah utk harga 40ribuan
bintang 5,barang sesuai pesanan toko amanah rekomended banget belanja disini terima kasih 🙏🙏
bintang 5,"pengiriman cepat, rapih"
bintang 1,"pesan yg type ini tetapi yg dtg type lain, minta foto unboxing sementara terlanjur dibuka hanya ada foto2x saja dan tdk dikasih solusi utk retur atau tukar....lain kali k..."
bintang 5,👌👌👌👌
bintang 2,Saya oesan f9-5 yg dtg f9 dgn model dan harga yg lenih murah. Lain kali diteliti sebelum dikirim. Mau ajukan komplain ribet
bintang 1,Pesen type apa dikirim type apa. Teliti dikit dong. Barang cuma 60rb mau komplen juga ribet harus kirim kirim keluarin ongkir lagi.
bintang 5,bagus
bintang 5,barang bagus sesuai dengan gambar & berfungsi dengan baik
bintang 5,barang sesuai order respon cepat paking rapi terima kasih ya gan semoga kwalitasnya baik
bintang 5,"Cukup puas lah dengan harga segitu, bassnya lumayan keluar, cuma mesti hati 2x pas di telinga, kesenggol jari dikit jadi respon sensor volumenya.."
bintang 5,barang telah sampai dgn aman
bintang 5,"Barangnya Bagus saya suka, Good Job....."
bintang 4,ada harga ada kwalitas lhaaa yaa... but ini bagus siih. di liat awet baterai nya ajaa nanti hihihiii
bintang 5,agak sulit dpasang. apa desaiinya kurang pas gt d telinga
bintang 4,"produk dengan kualitas suara yg ngk jelek"" aman rekomendit buat low budget"
bintang 5,ok barangnya ka. thank u y ka
bintang 5,oke
bintang 5,"suara kurang jernih, banyak pecah"
bintang 5,Alhamdulillah barang dah smpe dan berfungsi dgn baik
bintang 5,mantap jiwa bro lebih mantep lagi ngebass nya instal apk equalizer bluetooth
bintang 5,"sudah di tes, kanan kiri berfungsi dengan bagus, terima kasih gan"
bintang 4,"Pengemasan Cukup Rapi dengan Bubblewarp, cuma box nya lecek (dikit), isi di dalamnya oke oke aja bisa di maklumi, Pusat TWS nya (yg gede) tutupnya cukup rapuh (mendekati..."
bintang 5,sudah sampai
bintang 5,"barang sesuai pesanan, pengiriman cepat, kualitas mantap"
bintang 4,lumayan
bintang 3,Kemeresek dan lambat pairing
bintang 2,"lumayan harga segitu lah, kalo mau yg bagus beli yg harganya mahal.. sama 1 lagi batrenya boros yg 1,tp yg 1 awet. not bad lah untuk harga segini"
bintang 5,10 bintang kalo perlu. sangat sepadan sama harga
bintang 5,barang sesuai katalog dan berfungsi dgn baik
bintang 5,"packing aman, semua lengkap dan kiriman cepat. Berfungsi semua. terima kasih seller dsn tokopedia. sukses terus."
bintang 5,bagus ko semuanya ok
bintang 5,barang sesuai deskripsi. lumayan bgt untuk harga segini. konek ke HP atau laptop ga ada masalah. suara standar. berfungsi dengan baik. worth to buy buat yg nyari tws yg s...
bintang 5,"mantap , packing rapi , cepat sampai nya , kualitas mantap pkoknya 😎"
bintang 5,"mantap coy keren , suara luyaman dengan harga segini bass dapet suara jelas. Mantap build quality nya coy udah beberapa kali g sengaja jatoh dan pernah kupakai kena hujan..."
bintang 5,"Sesuai pesanan, kwalitas suara sesuai harga, hemat baterai hingga 3jam disaat pemakaian normal, kemasan aman, kurir ramah"
bintang 5,"berfungsi dengan sangat baik, minus dikabel aja pendek banget. selain itu recommended semua😉😉"
bintang 5,m a y a n
bintang 5,mantap.bass e
bintang 5,mantap. harga sesuai gak mengecewakan. respon penjual cepat. datang jg cepat.
bintang 5,Fast respone
bintang 5,fast delivery 👍👍👍👍
bintang 5,Berfungsi dengan baik 👍👍👍
bintang 5,"barang oke dan cepat sampai! Tapi sayangnya tidak ada manual, untung saya ga ****-**** amat pake ginian 😅😅"
bintang 5,pengiriman cepat puas sesuai gambar tapi buat harga segini lumayan Oke lah semoga aweett
bintang 5,barang bagus berfungsi dgn baik pengiriman cepet recomend lah
bintang 5,mantap bagus sesuai harga
bintang 5,mantap
bintang 5,barang sdh terima...suaranya bagus..yg penting bikin anak senang 😁👍
bintang 5,mantaab
bintang 5,"Barang sudah sampai, sesuai gambar dan deskripsi. Packing dibungkus bubble wrap, isi paket baik. Langsung tes dan puas."
bintang 4,"sesuai dgn harga, sebelah kiri tdk ada suaranya"
bintang 5,"dengan harga yang terbilang murah, kualitas ga buruk2 bgt kok. Bass nendang, uda hampir sebulan nih masih berfungsi dengan baik. semoga awet"
bintang 5,"sesuai harga sihh,mantap"
bintang 1,ga recommended karena baru beli belom ada 5 hari udah rusak bagian kirj
bintang 5,"Barangnya nyampe dengan selamat, tp kurang puas dapet warna kuningg, kuramg suka sama warna cerah, hehe."
bintang 5,sesuai harga kualitasnya bagus
bintang 5,This wireless earphone is so worth it for the price of under 100k. The function and sound quality is decent. Good product!
bintang 5,Qualitasnya bagus suaranya terdengar jelas.
bintang 5,worth it buat harga segitu..mantap
bintang 5,"barang bagus di suara bagus, build quality bagus, fungsi bagus ... makanya saya mau beli lagi ini..."
bintang 5,"Untuk suara nya jernih, masalah bass/treble nya tinggal setting sendiri di equaliser. Koneksinya mudah dan cepat namun sebelah kanan lebih effort karena tidak langsung me..."
bintang 3,"lumayanlah utk harga segini, tp baterai nya cpt hbs bgt headset nya"
bintang 5,mayan untuk harga segitu
bintang 5,barang bagus sesuai
bintang 4,"Di bawah ekspektasi. Build quality kelihatan murah. batere lumayan awet. Kabel charger sangat pendek, mana ga bisa dilepas.. menyulitkan utk cas"
bintang 5,barang mantap
bintang 5,"suara mantul,barang datang tanpa lecet"
bintang 1,barang tida sesuai foto
bintang 5,"mantap bossku barang sesuai deskripsi pengemasan rapi dan aman sampai di tujuan TRIMAKASIH TOKOPEDIA ,penjual dan SICEPAT"
bintang 5,"barang sampai dengan selamat ,semua berfungsi dengan baik...dan suaranya mantap meski harganya murah....👍👍👍😃😃😃 terimakasih......."
bintang 5,barang bagus awet suara mantaps jiwa
bintang 5,keren ini bro.iseng harga murah .ternyata kualitasnya lumayan bagus ga nyesal beli harga segini kualiatas mewah.
bintang 5,keren
bintang 4,"packingnya rapih, barang nyampe dengan selamat kwalitas ok"
bintang 5,"barang bagus, udh kepake 2 bulan masih aman"
bintang 5,"kardus nya penyok, untung barang nya aman, moga awet"
bintang 5,packaging ada bubble warp.. produk tiba dalam kondisi baik..
bintang 5,barang kelihatan nya normal tp blm di coba suara dan ketahanan nya. ya semoga awet dengan harga yang relatif terjangkau gini
bintang 5,maaf telat kasih ulasan baru sempet di buka dan belum di coba
bintang 5,terimakasih
bintang 5,alhamdulillah paket sampai tujuan. Semoga awet mksh Toped & 🚴📦.
bintang 5,"respon cepat, barang sesuai dan bagus"
bintang 5,"bagus, sesuai fungsi"
bintang 5,"Respon cepat pengiriman jg cepat, barang sesuai & bagus... recommended seller all 👍"
bintang 5,"suaranya mantap, barang sampai dengan aman dan lebih cepat dari dugaan awal"
bintang 4,yg kuping kiri atau L kok gk bisa bunyi ya
bintang 5,"packingnya bagus, kualitas tws lumayan, tapi realpict gak sesuai gambar"
bintang 4,keren mantepp sesuai pesanan cuma pngiriman nya lama 😟
bintang 4,lumayan bagus rapi koneksi bluetooth kadang kadang terputus putus tapi lumayanlah bagus kualitas barangnya
bintang 5,bagus
bintang 4,cukup untuk harga murah segitu.
bintang 5,"sound nya bagus, udh dipake seharian, moga awet"
bintang 5,lumayan
bintang 5,"Barang diterima dan berfungsi dengan baik ,.suara bass ❤"
bintang 5,semoga awet
bintang 5,untuk kisaran harga dbwah 100 udah keren si ini
bintang 1,"Mati sebelah, di cas gak bisa"
bintang 4,"paket lengkap, earphones, kabel dan power bank ,Suara pas di coba ok banget,harga murah,cuma gambar di display toko ada layar indikator baterei tapi asli nya ga ada"
bintang 5,"Packingnya aman, Barang Sesuai, Berfungsi dengan Baik"
bintang 5,barang berfungsi sebagai mana mestinya
bintang 3,b aja.
bintang 1,"barang baru rasa bekas pemakaian. baru dibuka kemasan udh penyok, isi nya malah terbalik aneh emang. pas dipakai kadang mati sendiri bluetooth nya. mana barang nya lama l..."
bintang 5,"Alhamdulillah, sesuai pesanan.."
bintang 5,"Mantaappo suaranya lumayan bagus, bassnya juga adaan. Worth it to buy."
bintang 5,alhamdulilah paket nya dah datang barang nya sesuai gak ada yg cacat dan berfungsi dengan baik semua nya....
bintang 5,"yah lumayan lah harga murah kualitas jgn berharap yg berlebih, dan kualitas sesuai dgn harga, foto hanya perbandingan sm harga yg 2x dri ini jd jgn berharap lbih, klo mau..."
bintang 5,suara mantab.. lumayan dgn hrg segini semoga barang ga awet
bintang 3,saya pesan f9-5 yg dateng F9 😮‍💨😭 beda atau sama yh? harganya beda
bintang 1,ya tau sih harganya murah. tapi ga baru sehari pake langsung rusak juga kali. 80rb itu kalo buat beli nasi Padang dapet 5 bungkus.. udh gitu saller juga dihubungi ga resp...
bintang 5,g
bintang 5,sesuai
bintang 5,"packing lumayan aman pakai buble wrap, kualitas suara mantap dan semua berfungsi normal, sudah di tes beberapa kali dan aman tanpa kendala. desain keren.. Thanks Seller....."
bintang 5,aman dan cepat
bintang 5,"packing nya mantep, kualitss suaranya lumayan bagus, sesuai"
bintang 4,lumayan lah
bintang 5,berfungsi dg baik
bintang 5,"Awet, ndak nyesel beli ini"
bintang 5,kiriman cept dan normal
bintang 5,"barang sampai tepat waktu, kemasan bagus, kurir ok"
bintang 5,mantep sih untuk harga segitu worth it bgt
bintang 5,"Alhamdulillah barang berfungsi dengan baik, masalah kualitas sesuai dengan harga. semoga awet"
bintang 5,"mantap, rokomendasi sekali"
bintang 4,berfungsi dgn baik..kasih 4 bintang dulu soalnya baru dicoba
bintang 5,Kualitas bagus sesuai dengan harga 😄
bintang 5,"pengiriman nya cepat , barang sesuai terimakasih seller recomended"
bintang 5,paking rapi dan aman pengiriman cepat barang sdh dicoba suaranya mantap
bintang 5,"pengiriman cepat,barang sesuai deskrisi 👍"
bintang 5,"harusnya bintang 4 itu gara² tempat colokan buat charge nya ke angkat,, tapi gpp lah yg penting suaranya bagus dan jernih serta nge bass dikit"
bintang 5,lumayan ternyata tws nya
bintang 5,👍🏻👍🏻
bintang 5,packing aman. suara bagus. terima kasih
bintang 5,"Ga nyangka barangnya bisa sebagus ini, sumpah awalnnya pasrah kaya barang murah dapet ampas pun gamasalah, ngilangin rasa penasaran, ini udah 10 hari gua pake dan gila aw..."
bintang 5,"sangat puas dengan pelayanan penjualnya,respon dan tanggap keluhan dan ada solusi,,,toko recommended barang recommended"
bintang 1,"earbuds sebelah kanan tidak nyala, seperti nya baterai nya drop.jadi tidak bisa pairing bluetooth nya"
bintang 5,terima kasih
bintang 5,bagus
bintang 2,earphon yg hidup cman satu satunya gk hidup..
bintang 5,"barang padu, bagus harga terjangkau, suara lumayan buat harga segini. gassslahh udahhh"
bintang 5,Working normally on ios device
bintang 1,"barang saya hilang dalam pengiriman ,sungguh mngecewakan..."
bintang 3,Ga sesuai ekspektasi.. Bas nya kurang..
bintang 5,"suaranya bagus, harga ok"
bintang 5,good lah udah nyampe moga awet
bintang 5,bagus dan suara good
bintang 5,cpt sampainya. barang bagus bgt.
bintang 5,alhamdulillah lumayan bagus...!
bintang 5,luar biasa amanah sekali barang bagus suara jernih ada barang yang tidak ada langsung diberi tahu Tokopedia refundnya juga bagis sekali
bintang 5,"Barang OK cuman mic nya gadak, worth it lah harga segitu, mic di hp ku soalnya oke, Redmi Note 8 nih bos senggol dong"
bintang 5,"Produknya bagus, semoga awet"
bintang 5,"packing aman pengemasan cepat pesen hari itu dikirim hari itu juga, bales chat cepet recomended barang bagus, suara lumayan bagus"
bintang 4,berfungsi dgn baik 👍
bintang 5,keren
bintang 5,"packing rapi, kualitas bagus, suaranya mantap."
bintang 5,bagus
bintang 5,Barang sesuai pesanan dan kualitas bagus tidak ada kerusakan
bintang 3,harga murah ga ush ngomongin kualitas suara ya... udh bunyi juga alhamdulillah... haha
bintang 5,mantap
bintang 4,"ini keren banget, tapi packaginya tipis, jadi dus penyot2"
bintang 5,barang sesuai pesanan.. pas nyampe udah posisi on..
bintang 5,"alhamdulillah barang sudah saya Terima, sesuai pesanan, trimakasih kak"
bintang 4,"maaf gak bisa kasih bintang 5 karna minus nya lumayan banyak tapi karna saya orang nya gak tegaan saya masih kasih b4, keluhan saya pertama 1) saya harus ambil barang sen..."
bintang 5,oke kok
bintang 5,mantap.. excellent recommended banget
bintang 4,"peking aman, cuma batre power bank ga tahan lama"
bintang 5,"Barang udah nyampe, Suara BAGUS"
bintang 5,"packing aman, rapi, semoga awet....pas mau nyalain ga bisa, ternyata daya 0"
bintang 5,bagus kualitas sesuai harga
bintang 5,"berfunsi dengan baik, pengmasan nya kurang rapi jadi lumayan pnyok2 krdusnya. tapi nggak papa isinya aman."
bintang 5,datang dengan baik bass nya sangat berasa
bintang 5,"Bisa buat powerbank, nelpon juga enak ga tllu bising"
bintang 4,ok lah
bintang 5,"barangnya ok, berfungsi dengan baik"
bintang 4,good product
bintang 5,"Keren sih, harga murah, suara jernih, bass tajem, worth banget"
bintang 5,Toko nya terpercaya Tws nya nyala semua.Thanks
bintang 5,Cakep sih
bintang 5,barang bagus sesuai pic
bintang 5,"thanks gan, produk sudah sampai, suaranya mantap"
bintang 5,"barangnya bagus, suaranya mamtap"
bintang 2,barangnya gak jelas padahal gue pesen yg ada power banknya kenapa yg dikirim s9 ya
bintang 5,sesuai pesanan mantap. dg harga segitu
bintang 5,"kualitas suara ok, lama² kayak gak brsa kalau tws ini hrga di bawah 100k, cuman syg, pesan nya 3 pcs yg dtg 2 pcs 🙄"
bintang 5,"Packing rapi, cuma ada penyok di kardus. Barangnya aman karna pakai bublewrap waktu pengiriman. Pada saat barang datang kondisi baterai 0% jadi harus di charge dulu. Un..."
bintang 5,terimakasih
bintang 5,mantap barang bagus bgt dengan harga murah
bintang 5,bagusssssssssssssssss
bintang 5,Harga sesuai dengan kualitas
bintang 5,nice
bintang 3,"barang ter bungkus dengan rapih, dan rapat, tapi kardusnya basah, device jg lembab. device sudah di coba dan belum ada masalah. semoga awet. tolong di perhatikan lagi kua..."
bintang 4,tidak sesuai warna
bintang 5,"suaranya mantab, bas glerrr. sempat di kira bermasalah, karena kalau sebelah bunyi sebelah mati. di coba sambung2 ulang akhirnya 👍👍👍"
bintang 5,terima kasih
bintang 5,Barang Ok
bintang 5,mantaap
bintang 4,"sudah seminggu saya pakai ini dan ini hasilnya pro : - earphone bagian kiri dan kanan terpisah kesannya, jadi kalau yang bagian kanan batere habis, yang kiri masih bisa..."
bintang 5,mantap bos qu. barang nya oke berpungsi dgn baik suara jernih bas oke .. josssss...
bintang 4,ok
bintang 2,"tidak berfungsi dengan baik headset bagian kanan. yang bisa cuma 1 doang yang kiri, padahal udah dicas sampe full:("
bintang 5,mantep bang sip lahh buat barang lower middle class is good
bintang 3,"lubang soundnya yang sebelah kiri kecil, jadi gede sebelah. mungkin emang lagi dapet yang bad QC"
bintang 4,"Packing aman, pengiriman cepat, dan kualitas barang jg bagus sesuai dgn hargannya"
bintang 5,recommended seller
bintang 5,no komplain
bintang 4,amannnn
bintang 5,sip
bintang 5,Kwalitas barang sesuai di gambar Harga Terbaik.. murah tapi berkwalitas Respon cepat Rekomended Seller Bintang 5 semoga sukses selalu
bintang 5,sama sperti yg lainnya.
bintang 5,buat yg komen nyala sebelah aja coba deh cas dlu atau engga otak Atik lebih deh.. itu tws bisa di pake secara individu..bisa bersamaan cas aja dlu . awal datang yg kanan...
bintang 4,"1 nyala nya sebelah,, beda jaringan bluetooth"
bintang 4,"ma'af agak kecewa karena telat pengiriman,soal yg lain aman aj"
bintang 5,"respon cepat, produk sesuai deskripsi"
bintang 5,"packny aman, barangnya aman tidak lecet ato rusak."
bintang 5,"barang oke, nyaman ditelinga, suara cakep"
bintang 5,mantap berfungsi dengan baik..makasih ya
bintang 5,barang sudah di terima Dan kualitasnya bagus terimakasih
bintang 5,Sangat memuaskan 👍👍👍
bintang 5,"beli yg ke 2 berfungsi dengan baik, packing aman thanks seler"
bintang 5,bagus rumaya sesuai harga
bintang 5,Tepat waktu dan sesuai
bintang 5,respond dan pengiriman cpt packing aman ... suaranya dan bass oke.. hanya tdk sesuai gambarnya warna emas yg dikirim warna item ... dan utk cable cass nya terlalu pende...
bintang 5,josss
bintang 4,"barang sesuai dg spek,,pengiriman cepat,,tp....compalin dikit ya,,suaranya terputus jika da penghalang misalnya tembok rumah/bangunan,jika hp tidak dipegang/dibawa jarak..."
bintang 5,barang sesuai harga sesuai
bintang 5,"barang sesuai dgn deskripsi, berfungsi baik, fast respond seller, packing aman, mantap, terima kasih seller"
